MatchID,Date,Patch,EventID,EventName,EventStage,Team1ID,Team2ID,Team1,Team2,Team1_MapScore,Team2_MapScore
62393,2022-01-08 15:30:00,Patch 3.12,826,Nerd Street Gamers Winter Championship - Regional LAN Philadelphia,Group Stage: Decider (A),6903,6020,Booster Seat Gaming,Pho Real,2,1
62403,2022-01-08 15:30:00,Patch 3.12,826,Nerd Street Gamers Winter Championship - Regional LAN Philadelphia,Group Stage: Decider (C),7046,7047,Bjor's Kittens,Mugiwara,2,0
62391,2022-01-08 12:30:00,Patch 3.12,826,Nerd Street Gamers Winter Championship - Regional LAN Philadelphia,Group Stage: Winner's (A),6461,6903,Akrew,Booster Seat Gaming,2,1
62396,2022-01-08 12:30:00,Patch 3.12,826,Nerd Street Gamers Winter Championship - Regional LAN Philadelphia,Group Stage: Winner's (B),6164,7043,Radiance,sameROFLMAO,2,0
62401,2022-01-08 12:30:00,Patch 3.12,826,Nerd Street Gamers Winter Championship - Regional LAN Philadelphia,Group Stage: Winner's (C),7045,7046,Salt and Vinegar,Bjor's Kittens,2,0
62402,2022-01-08 12:30:00,Patch 3.12,826,Nerd Street Gamers Winter Championship - Regional LAN Philadelphia,Group Stage: Elimination (C),7047,3545,Mugiwara,CLG Red,2,0
62355,2022-01-08 10:30:00,Patch 3.12,843,The Esports Club Gauntlet - Season 4,Group Stage: Group A,4733,4680,True Rippers,T69,2,0
62389,2022-01-08 10:00:00,Patch 3.12,826,Nerd Street Gamers Winter Championship - Regional LAN Philadelphia,Group Stage: Opening (A),6461,7042,Akrew,Squishy and Friends,2,0
62390,2022-01-08 10:00:00,Patch 3.12,826,Nerd Street Gamers Winter Championship - Regional LAN Philadelphia,Group Stage: Opening (A),6903,6020,Booster Seat Gaming,Pho Real,2,0
62394,2022-01-08 10:00:00,Patch 3.12,826,Nerd Street Gamers Winter Championship - Regional LAN Philadelphia,Group Stage: Opening (B),6164,7044,Radiance,Brolympics eSports,2,0
62395,2022-01-08 10:00:00,Patch 3.12,826,Nerd Street Gamers Winter Championship - Regional LAN Philadelphia,Group Stage: Opening (B),7043,5482,sameROFLMAO,Kowareta,2,1
62399,2022-01-08 10:00:00,Patch 3.12,826,Nerd Street Gamers Winter Championship - Regional LAN Philadelphia,Group Stage: Opening (C),7045,7047,Salt and Vinegar,Mugiwara,2,0
62400,2022-01-08 10:00:00,Patch 3.12,826,Nerd Street Gamers Winter Championship - Regional LAN Philadelphia,Group Stage: Opening (C),7046,3545,Bjor's Kittens,CLG Red,2,0
62173,2022-01-08 07:00:00,,838,Gamers Galaxy Valorant,Main Event: Semifinals,6384,4807,Clarity Esports,Team Arrow,2,0
62354,2022-01-08 05:30:00,Patch 3.12,843,The Esports Club Gauntlet - Season 4,Group Stage: Group A,4829,5997,Team Valor,FS Esports ,2,1
62072,2022-01-08 04:35:00,,769,SEA Esports Championship 2021,Group Stage: Group A,466,1919,BOOM Esports,Kingsmen,1,1
62172,2022-01-08 03:30:00,,838,Gamers Galaxy Valorant,Main Event: Semifinals,4809,6477,Team Exploit,Fear Legends,2,0
62071,2022-01-08 03:00:00,,769,SEA Esports Championship 2021,Group Stage: Group A,6799,6982,Goodfellas Gaming,Nine Esport,2,0
62085,2022-01-07 07:40:00,,769,SEA Esports Championship 2021,Group Stage: Group D,4150,623,South Built Esports,Sharper Esport,1,1
62082,2022-01-07 05:45:00,,769,SEA Esports Championship 2021,Group Stage: Group C,6389,6844,Bren Esports,shiba n the homies,1,1
62076,2022-01-07 04:25:00,,769,SEA Esports Championship 2021,Group Stage: Group B,4325,6807,CERBERUS Esports,W Key,2,0
62084,2022-01-06 08:25:00,,769,SEA Esports Championship 2021,Group Stage: Group D,4150,388,South Built Esports,DivisionX Gaming,1,1
62069,2022-01-06 03:00:00,,769,SEA Esports Championship 2021,Group Stage: Group A,466,6799,BOOM Esports,Goodfellas Gaming,2,0
61811,2022-01-04 23:25:00,Patch 3.12,825,Nerd Street Gamers Winter Championship - Open 12,Playoffs: Grand Final,642,6817,Luminosity,ex-FLICKBAITERS,2,1
61809,2022-01-04 20:15:00,Patch 3.12,825,Nerd Street Gamers Winter Championship - Open 12,Playoffs: Semifinals,468,642,Renegades,Luminosity,1,2
61810,2022-01-04 20:15:00,Patch 3.12,825,Nerd Street Gamers Winter Championship - Open 12,Playoffs: Semifinals,6817,6198,ex-FLICKBAITERS,Knights Academy,2,1
61805,2022-01-04 17:00:00,Patch 3.12,825,Nerd Street Gamers Winter Championship - Open 12,Playoffs: Quarterfinals,6164,468,Radiance,Renegades,1,2
61806,2022-01-04 17:00:00,Patch 3.12,825,Nerd Street Gamers Winter Championship - Open 12,Playoffs: Quarterfinals,1615,642,Knights,Luminosity,1,2
61807,2022-01-04 17:00:00,Patch 3.12,825,Nerd Street Gamers Winter Championship - Open 12,Playoffs: Quarterfinals,6817,4455,ex-FLICKBAITERS,Third Impact,2,1
51964,2022-01-04 12:00:00,Patch 3.10,768,ESTAZ Valorant Elite League,Playoffs: Grand Final,1470,1471,NASR Esports,Team RA'AD,3,1
61797,2022-01-03 21:15:00,Patch 3.12,825,Nerd Street Gamers Winter Championship - Open 12,Playoffs: Round of 16,6164,6856,Radiance,Icarus,2,0
61798,2022-01-03 21:15:00,Patch 3.12,825,Nerd Street Gamers Winter Championship - Open 12,Playoffs: Round of 16,3337,468,Team Basilisk,Renegades,1,2
61799,2022-01-03 21:15:00,Patch 3.12,825,Nerd Street Gamers Winter Championship - Open 12,Playoffs: Round of 16,1615,6045,Knights,Lenny Time,2,0
61800,2022-01-03 21:15:00,Patch 3.12,825,Nerd Street Gamers Winter Championship - Open 12,Playoffs: Round of 16,642,6020,Luminosity,Pho Real,2,0
61801,2022-01-03 21:15:00,Patch 3.12,825,Nerd Street Gamers Winter Championship - Open 12,Playoffs: Round of 16,6817,6707,ex-FLICKBAITERS,Gifted,2,0
61804,2022-01-03 21:15:00,Patch 3.12,825,Nerd Street Gamers Winter Championship - Open 12,Playoffs: Round of 16,6198,6213,Knights Academy,Cloud9 Academy,2,0
61936,2022-01-03 20:00:00,Patch 3.12,825,Nerd Street Gamers Winter Championship - Open 12,Group Stage: Round 3,642,6707,Luminosity,Gifted,1,0
61942,2022-01-03 20:00:00,Patch 3.12,825,Nerd Street Gamers Winter Championship - Open 12,Group Stage: Round 3,1615,6986,Knights,Ex-Dallas Vendetta,1,0
61943,2022-01-03 20:00:00,Patch 3.12,825,Nerd Street Gamers Winter Championship - Open 12,Group Stage: Round 3,6653,6213,GunsForHire,Cloud9 Academy,1,0
61946,2022-01-03 20:00:00,Patch 3.12,825,Nerd Street Gamers Winter Championship - Open 12,Group Stage: Round 3,6859,468,Aspyre,Renegades,1,0
61947,2022-01-03 20:00:00,Patch 3.12,825,Nerd Street Gamers Winter Championship - Open 12,Group Stage: Round 3,6817,6020,ex-FLICKBAITERS,Pho Real,1,0
61949,2022-01-03 20:00:00,Patch 3.12,825,Nerd Street Gamers Winter Championship - Open 12,Group Stage: Round 3,6198,6934,Knights Academy,Minaweebs Money Crew,1,0
61922,2022-01-03 19:00:00,Patch 3.12,825,Nerd Street Gamers Winter Championship - Open 12,Group Stage: Round 2,6164,6045,Radiance,Lenny Time,1,0
61923,2022-01-03 19:00:00,Patch 3.12,825,Nerd Street Gamers Winter Championship - Open 12,Group Stage: Round 2,3337,5444,Team Basilisk,Bait Academy,1,0
61930,2022-01-03 19:00:00,Patch 3.12,825,Nerd Street Gamers Winter Championship - Open 12,Group Stage: Round 2,468,6879,Renegades,Zenigma Alpha,1,0
61931,2022-01-03 19:00:00,Patch 3.12,825,Nerd Street Gamers Winter Championship - Open 12,Group Stage: Round 2,6817,5038,ex-FLICKBAITERS,YFP Gaming,1,0
61933,2022-01-03 19:00:00,Patch 3.12,825,Nerd Street Gamers Winter Championship - Open 12,Group Stage: Round 2,6198,4455,Knights Academy,Third Impact,1,0
61912,2022-01-03 18:00:00,Patch 3.12,825,Nerd Street Gamers Winter Championship - Open 12,Group Stage: Round 1,6213,6679,Cloud9 Academy,Disciples ,1,0
61915,2022-01-03 18:00:00,Patch 3.12,825,Nerd Street Gamers Winter Championship - Open 12,Group Stage: Round 1,6817,6858,ex-FLICKBAITERS,Trash Pandas,1,0
61917,2022-01-03 18:00:00,Patch 3.12,825,Nerd Street Gamers Winter Championship - Open 12,Group Stage: Round 1,6198,6848,Knights Academy,Hugh Jass Construction,1,0
61407,2021-12-30 21:00:00,Patch 3.12,819,Knights Monthly Gauntlet: December,Playoffs: Grand Final,6461,6817,Akrew,ex-FLICKBAITERS,2,0
61408,2021-12-30 21:00:00,Patch 3.12,819,Knights Monthly Gauntlet: December,Playoffs: Consolation Final ,6204,2348,Nemesis,VIRTUOSO,2,1
61405,2021-12-30 18:30:00,Patch 3.12,819,Knights Monthly Gauntlet: December,Playoffs: Semifinals,6461,6204,Akrew,Nemesis,2,0
61401,2021-12-30 16:00:00,Patch 3.12,819,Knights Monthly Gauntlet: December,Playoffs: Quarterfinals,6461,6213,Akrew,Cloud9 Academy,2,0
61403,2021-12-30 16:00:00,Patch 3.12,819,Knights Monthly Gauntlet: December,Playoffs: Quarterfinals,6164,2348,Radiance,VIRTUOSO,1,2
61397,2021-12-29 21:00:00,Patch 3.12,819,Knights Monthly Gauntlet: December,Playoffs: Round of 16,6164,6651,Radiance,ex-Limit,2,0
61398,2021-12-29 20:45:00,Patch 3.12,819,Knights Monthly Gauntlet: December,Playoffs: Round of 16,2348,4647,VIRTUOSO,Thanos Mug Academy(CoT),2,1
61396,2021-12-29 20:30:00,Patch 3.12,819,Knights Monthly Gauntlet: December,Playoffs: Round of 16,5832,6204,Zero MarksMen Black,Nemesis,1,2
61399,2021-12-29 20:20:00,Patch 3.12,819,Knights Monthly Gauntlet: December,Playoffs: Round of 16,6045,6148,Lenny Time,Project A,1,2
61394,2021-12-29 20:00:00,Patch 3.12,819,Knights Monthly Gauntlet: December,Playoffs: Round of 16,6213,6992,Cloud9 Academy,CLB,2,0
61400,2021-12-29 19:45:00,Patch 3.12,819,Knights Monthly Gauntlet: December,Playoffs: Round of 16,6817,6451,ex-FLICKBAITERS,Built By Gamers Academy,2,0
61393,2021-12-29 19:30:00,Patch 3.12,819,Knights Monthly Gauntlet: December,Playoffs: Round of 16,6461,2378,Akrew,SUPER SQUAD,2,0
61372,2021-12-29 18:15:00,Patch 3.12,819,Knights Monthly Gauntlet: December,Group Stage: Decider,6148,6707,Project A,Gifted,2,0
61377,2021-12-29 18:15:00,Patch 3.12,819,Knights Monthly Gauntlet: December,Group Stage: Decider,2139,4647,303 Esports,Thanos Mug Academy(CoT),1,2
61357,2021-12-29 18:00:00,Patch 3.12,819,Knights Monthly Gauntlet: December,Group Stage: Decider,4529,6651,IlluZion,ex-Limit,1,2
61362,2021-12-29 18:00:00,Patch 3.12,819,Knights Monthly Gauntlet: December,Group Stage: Decider,2378,6991,SUPER SQUAD,Rose,2,0
61367,2021-12-29 18:00:00,Patch 3.12,819,Knights Monthly Gauntlet: December,Group Stage: Decider,6990,3748,LFTval,Team Reckaroo,1,2
61382,2021-12-29 18:00:00,Patch 3.12,819,Knights Monthly Gauntlet: December,Group Stage: Decider,6992,6782,CLB,Up Next,2,0
61387,2021-12-29 18:00:00,Patch 3.12,819,Knights Monthly Gauntlet: December,Group Stage: Decider,6451,6912,Built By Gamers Academy,Bully Hunters,2,0
61392,2021-12-29 18:00:00,Patch 3.12,819,Knights Monthly Gauntlet: December,Group Stage: Decider,6204,6989,Nemesis,Iconic,2,0
61355,2021-12-29 17:00:00,Patch 3.12,819,Knights Monthly Gauntlet: December,Group Stage: Winner's,6461,4529,Akrew,IlluZion,1,0
61360,2021-12-29 17:00:00,Patch 3.12,819,Knights Monthly Gauntlet: December,Group Stage: Winner's,6164,2378,Radiance,SUPER SQUAD,1,0
61361,2021-12-29 17:00:00,Patch 3.12,819,Knights Monthly Gauntlet: December,Group Stage: Elimination,6991,6388,Rose,ValorsGG,1,0
61370,2021-12-29 17:00:00,Patch 3.12,819,Knights Monthly Gauntlet: December,Group Stage: Winner's,5444,6148,Bait Academy,Project A,1,0
61375,2021-12-29 17:00:00,Patch 3.12,819,Knights Monthly Gauntlet: December,Group Stage: Winner's,6213,2139,Cloud9 Academy,303 Esports,1,0
61380,2021-12-29 17:00:00,Patch 3.12,819,Knights Monthly Gauntlet: December,Group Stage: Winner's,2348,6992,VIRTUOSO,CLB,1,0
61381,2021-12-29 17:00:00,Patch 3.12,819,Knights Monthly Gauntlet: December,Group Stage: Elimination,6782,6986,Up Next,Ex-Dallas Vendetta,1,0
61390,2021-12-29 17:00:00,Patch 3.12,819,Knights Monthly Gauntlet: December,Group Stage: Winner's,6817,6204,ex-FLICKBAITERS,Nemesis,1,0
61353,2021-12-29 16:00:00,Patch 3.12,819,Knights Monthly Gauntlet: December,Group Stage: Opening,6461,6679,Akrew,Disciples ,1,0
61354,2021-12-29 16:00:00,Patch 3.12,819,Knights Monthly Gauntlet: December,Group Stage: Opening,4529,6651,IlluZion,ex-Limit,1,0
61358,2021-12-29 16:00:00,Patch 3.12,819,Knights Monthly Gauntlet: December,Group Stage: Opening,6164,6991,Radiance,Rose,1,0
61359,2021-12-29 16:00:00,Patch 3.12,819,Knights Monthly Gauntlet: December,Group Stage: Opening,2378,6388,SUPER SQUAD,ValorsGG,1,0
61368,2021-12-29 16:00:00,Patch 3.12,819,Knights Monthly Gauntlet: December,Group Stage: Opening,5444,5457,Bait Academy,Valkyrie,1,0
61369,2021-12-29 16:00:00,Patch 3.12,819,Knights Monthly Gauntlet: December,Group Stage: Opening,6148,6707,Project A,Gifted,1,0
61373,2021-12-29 16:00:00,Patch 3.12,819,Knights Monthly Gauntlet: December,Group Stage: Opening,6213,6848,Cloud9 Academy,Hugh Jass Construction,1,0
61378,2021-12-29 16:00:00,Patch 3.12,819,Knights Monthly Gauntlet: December,Group Stage: Opening,2348,6782,VIRTUOSO,Up Next,1,0
61379,2021-12-29 16:00:00,Patch 3.12,819,Knights Monthly Gauntlet: December,Group Stage: Opening,6992,6986,CLB,Ex-Dallas Vendetta,1,0
61383,2021-12-29 16:00:00,Patch 3.12,819,Knights Monthly Gauntlet: December,Group Stage: Opening,6451,5601,Built By Gamers Academy,Nightblood Gaming,1,0
61384,2021-12-29 16:00:00,Patch 3.12,819,Knights Monthly Gauntlet: December,Group Stage: Opening,5832,6912,Zero MarksMen Black,Bully Hunters,1,0
61388,2021-12-29 16:00:00,Patch 3.12,819,Knights Monthly Gauntlet: December,Group Stage: Opening,6817,6664,ex-FLICKBAITERS,Oni Fans,1,0
61389,2021-12-29 16:00:00,Patch 3.12,819,Knights Monthly Gauntlet: December,Group Stage: Opening,6204,6989,Nemesis,Iconic,1,0
61445,2021-12-29 07:30:00,Patch 3.12,821,Asus ROG Showdown Series,Playoffs: Semi Final,5997,4829,FS Esports ,Team Valor,2,0
61250,2021-12-28 19:35:00,Patch 3.12,818,Nerd Street Gamers Winter Championship - Open 11,Playoffs: Semifinals,6144,4455,The Mafia,Third Impact,2,1
61246,2021-12-28 17:00:00,Patch 3.12,818,Nerd Street Gamers Winter Championship - Open 11,Playoffs: Quarterfinals,6144,6213,The Mafia,Cloud9 Academy,2,0
61247,2021-12-28 17:00:00,Patch 3.12,818,Nerd Street Gamers Winter Championship - Open 11,Playoffs: Quarterfinals,5444,4455,Bait Academy,Third Impact,1,2
61248,2021-12-28 17:00:00,Patch 3.12,818,Nerd Street Gamers Winter Championship - Open 11,Playoffs: Quarterfinals,6817,5832,ex-FLICKBAITERS,Zero MarksMen Black,2,0
61249,2021-12-28 17:00:00,Patch 3.12,818,Nerd Street Gamers Winter Championship - Open 11,Playoffs: Quarterfinals,6451,6478,Built By Gamers Academy,ex-Serenity Black,2,0
61290,2021-12-28 07:00:00,Patch 3.12,812,Road to VCT 2022,Round 1: Grand Final,4330,6776,Fancy United Esports,The Meaps,2,0
61238,2021-12-27 21:15:00,Patch 3.12,818,Nerd Street Gamers Winter Championship - Open 11,Playoffs: Round of 16,6144,6986,The Mafia,Ex-Dallas Vendetta,2,1
61240,2021-12-27 21:15:00,Patch 3.12,818,Nerd Street Gamers Winter Championship - Open 11,Playoffs: Round of 16,5444,6859,Bait Academy,Aspyre,2,0
61241,2021-12-27 21:15:00,Patch 3.12,818,Nerd Street Gamers Winter Championship - Open 11,Playoffs: Round of 16,2348,4455,VIRTUOSO,Third Impact,1,2
61242,2021-12-27 21:15:00,Patch 3.12,818,Nerd Street Gamers Winter Championship - Open 11,Playoffs: Round of 16,6817,6388,ex-FLICKBAITERS,ValorsGG,2,1
61244,2021-12-27 21:15:00,Patch 3.12,818,Nerd Street Gamers Winter Championship - Open 11,Playoffs: Round of 16,6451,6417,Built By Gamers Academy,Fluid Gaming,2,0
61245,2021-12-27 21:15:00,Patch 3.12,818,Nerd Street Gamers Winter Championship - Open 11,Playoffs: Round of 16,6478,6045,ex-Serenity Black,Lenny Time,2,0
61337,2021-12-27 20:00:00,Patch 3.12,818,Nerd Street Gamers Winter Championship - Open 11,Group Stage: Round 3,6144,6388,The Mafia,ValorsGG,1,0
61343,2021-12-27 20:00:00,Patch 3.12,818,Nerd Street Gamers Winter Championship - Open 11,Group Stage: Round 3,6213,2139,Cloud9 Academy,303 Esports,1,0
61344,2021-12-27 20:00:00,Patch 3.12,818,Nerd Street Gamers Winter Championship - Open 11,Group Stage: Round 3,6451,6707,Built By Gamers Academy,Gifted,1,0
61328,2021-12-27 19:00:00,Patch 3.12,818,Nerd Street Gamers Winter Championship - Open 11,Group Stage: Round 2,6451,4455,Built By Gamers Academy,Third Impact,1,0
61333,2021-12-27 19:00:00,Patch 3.12,818,Nerd Street Gamers Winter Championship - Open 11,Group Stage: Round 2,2348,6651,VIRTUOSO,ex-Limit,1,0
61307,2021-12-27 18:00:00,Patch 3.12,818,Nerd Street Gamers Winter Championship - Open 11,Group Stage: Round 1,5832,5482,Zero MarksMen Black,Kowareta,1,0
61308,2021-12-27 18:00:00,Patch 3.12,818,Nerd Street Gamers Winter Championship - Open 11,Group Stage: Round 1,6986,5038,Ex-Dallas Vendetta,YFP Gaming,1,0
61311,2021-12-27 18:00:00,Patch 3.12,818,Nerd Street Gamers Winter Championship - Open 11,Group Stage: Round 1,6148,6213,Project A,Cloud9 Academy,1,0
61312,2021-12-27 18:00:00,Patch 3.12,818,Nerd Street Gamers Winter Championship - Open 11,Group Stage: Round 1,6451,3748,Built By Gamers Academy,Team Reckaroo,1,0
61314,2021-12-27 18:00:00,Patch 3.12,818,Nerd Street Gamers Winter Championship - Open 11,Group Stage: Round 1,6817,6417,ex-FLICKBAITERS,Fluid Gaming,1,0
61288,2021-12-27 09:00:00,Patch 3.12,812,Road to VCT 2022,Round 1: Semifinals,4330,4324,Fancy United Esports,FEARUS,2,0
61289,2021-12-27 09:00:00,Patch 3.12,812,Road to VCT 2022,Round 1: Semifinals,6776,4860,The Meaps,DOMINUS,2,0
61412,2021-12-26 20:00:00,Patch 3.12,820,Valorant Reflex Tournament EP02,Playoffs: Grand Finals,1471,6994,Team RA'AD,wafflemakers,2,1
61413,2021-12-26 20:00:00,Patch 3.12,820,Valorant Reflex Tournament EP02,Playoffs: Consolation Finals,6085,6993,3BL Esports,Dark Tempest,2,0
61563,2021-12-26 14:00:00,Patch 3.12,822,RUSH X-MAS CUP #3,Playoffs: Consolation Finals,6110,7001,Tactical Five,cismix,2,1
60971,2021-12-26 10:30:00,Patch 3.12,809,Open Fire Legacy,Playoffs: Grand Final,4696,6534,Surreal Esports,Fire Flux Young,2,3
61047,2021-12-26 08:00:00,Patch 3.12,812,Road to VCT 2022,Round 1: Quarterfinals,6776,6970,The Meaps,Take It Easy,2,1
58500,2021-12-26 07:30:00,,786,LogitechG x Loco Invitational,Playoffs: Grand Final,918,879,Global Esports,Todak,3,0
61046,2021-12-26 03:00:00,Patch 3.12,812,Road to VCT 2022,Round 1: Quarterfinals,4324,6967,FEARUS,Homies Nexus,2,0
60970,2021-12-25 10:30:00,Patch 3.12,809,Open Fire Legacy,Playoffs: Semifinals,6534,2908,Fire Flux Young,Thunderbolts Gaming,3,2
56822,2021-12-24 05:00:00,Patch 3.10,784,The Esports Club - Challenger Series 6,Playoffs: Grand Final,1110,5366,Alter Ego,Action PH,3,0
60968,2021-12-23 13:00:00,Patch 3.12,809,Open Fire Legacy,Playoffs: Quarterfinals,2908,6392,Thunderbolts Gaming,Eternal Fire,2,1
60967,2021-12-23 10:30:00,Patch 3.12,809,Open Fire Legacy,Playoffs: Quarterfinals,4696,6092,Surreal Esports,Regnum Carya Esports,2,0
56828,2021-12-23 07:30:00,Patch 3.10,784,The Esports Club - Challenger Series 6,Playoffs: Lower Final,5366,6899,Action PH,Fallen5,2,0
60860,2021-12-22 14:30:00,,809,Open Fire Legacy,Group Stage: Group A,4696,1453,Surreal Esports,OtherSide,1,0
60859,2021-12-22 13:30:00,,809,Open Fire Legacy,Group Stage: Group A,6534,4762,Fire Flux Young,Galakticos,1,0
60856,2021-12-22 09:30:00,,809,Open Fire Legacy,Group Stage: Group B,2908,5310,Thunderbolts Gaming,Fenerbahçe Esports,1,0
60659,2021-12-21 19:30:00,Patch 3.12,811,Nerd Street Gamers Winter Championship - Open 10,Playoffs: Semifinals,6090,4940,TSM Academy,Pioneers,2,1
60660,2021-12-21 19:30:00,Patch 3.12,811,Nerd Street Gamers Winter Championship - Open 10,Playoffs: Semifinals,6164,468,Radiance,Renegades,2,0
60655,2021-12-21 17:00:00,Patch 3.12,811,Nerd Street Gamers Winter Championship - Open 10,Playoffs: Quarterfinals,6090,2350,TSM Academy,Soniqs,2,0
60657,2021-12-21 17:00:00,Patch 3.12,811,Nerd Street Gamers Winter Championship - Open 10,Playoffs: Quarterfinals,6164,6451,Radiance,Built By Gamers Academy,2,0
60658,2021-12-21 17:00:00,Patch 3.12,811,Nerd Street Gamers Winter Championship - Open 10,Playoffs: Quarterfinals,468,2348,Renegades,VIRTUOSO,2,0
60716,2021-12-21 14:20:00,,809,Open Fire Legacy,Group Stage: Group B,6092,2908,Regnum Carya Esports,Thunderbolts Gaming,1,0
60711,2021-12-21 09:30:00,,809,Open Fire Legacy,Group Stage: Group B,2036,5310,Besiktas Esports,Fenerbahçe Esports,1,0
56826,2021-12-21 06:30:00,Patch 3.10,784,The Esports Club - Challenger Series 6,Playoffs: Lower Round 2,3652,6899,Morph Impact,Fallen5,1,2
60647,2021-12-20 21:20:00,Patch 3.12,811,Nerd Street Gamers Winter Championship - Open 10,Playoffs: Round of 16,6090,3748,TSM Academy,Team Reckaroo,2,1
60648,2021-12-20 21:20:00,Patch 3.12,811,Nerd Street Gamers Winter Championship - Open 10,Playoffs: Round of 16,6817,2350,ex-FLICKBAITERS,Soniqs,1,2
60649,2021-12-20 21:20:00,Patch 3.12,811,Nerd Street Gamers Winter Championship - Open 10,Playoffs: Round of 16,6795,6653,Betrayed's Fantasy Team,GunsForHire,2,0
60650,2021-12-20 21:20:00,Patch 3.12,811,Nerd Street Gamers Winter Championship - Open 10,Playoffs: Round of 16,4940,6651,Pioneers,ex-Limit,2,0
60651,2021-12-20 21:20:00,Patch 3.12,811,Nerd Street Gamers Winter Championship - Open 10,Playoffs: Round of 16,6164,2139,Radiance,303 Esports,2,0
60652,2021-12-20 21:20:00,Patch 3.12,811,Nerd Street Gamers Winter Championship - Open 10,Playoffs: Round of 16,6451,952,Built By Gamers Academy,Team Flux,2,0
60653,2021-12-20 21:20:00,Patch 3.12,811,Nerd Street Gamers Winter Championship - Open 10,Playoffs: Round of 16,468,6020,Renegades,Pho Real,2,0
60654,2021-12-20 21:20:00,Patch 3.12,811,Nerd Street Gamers Winter Championship - Open 10,Playoffs: Round of 16,6148,2348,Project A,VIRTUOSO,1,2
60777,2021-12-20 20:00:00,Patch 3.12,811,Nerd Street Gamers Winter Championship - Open 10,Group Stage: Round 3,4940,6213,Pioneers,Cloud9 Academy,1,0
60778,2021-12-20 20:00:00,Patch 3.12,811,Nerd Street Gamers Winter Championship - Open 10,Group Stage: Round 3,6451,5482,Built By Gamers Academy,Kowareta,1,0
60779,2021-12-20 20:00:00,Patch 3.12,811,Nerd Street Gamers Winter Championship - Open 10,Group Stage: Round 3,2350,6664,Soniqs,Oni Fans,1,0
60762,2021-12-20 19:00:00,Patch 3.12,811,Nerd Street Gamers Winter Championship - Open 10,Group Stage: Round 2,6451,2350,Built By Gamers Academy,Soniqs,1,0
60771,2021-12-20 19:00:00,Patch 3.12,811,Nerd Street Gamers Winter Championship - Open 10,Group Stage: Round 2,468,6045,Renegades,Lenny Time,1,0
60744,2021-12-20 18:00:00,Patch 3.12,811,Nerd Street Gamers Winter Championship - Open 10,Group Stage: Round 1,6653,6213,GunsForHire,Cloud9 Academy,1,0
60746,2021-12-20 18:00:00,Patch 3.12,811,Nerd Street Gamers Winter Championship - Open 10,Group Stage: Round 1,6451,6664,Built By Gamers Academy,Oni Fans,1,0
60749,2021-12-20 18:00:00,Patch 3.12,811,Nerd Street Gamers Winter Championship - Open 10,Group Stage: Round 1,6090,2378,TSM Academy,SUPER SQUAD,1,0
60710,2021-12-20 14:30:00,,809,Open Fire Legacy,Group Stage: Group A,4696,4762,Surreal Esports,Galakticos,1,0
60708,2021-12-20 12:30:00,,809,Open Fire Legacy,Group Stage: Group A,3261,1453,Kafalar eSports,OtherSide,1,0
60707,2021-12-20 11:15:00,,809,Open Fire Legacy,Group Stage: Group A,6534,4696,Fire Flux Young,Surreal Esports,1,0
60392,2021-12-19 15:30:00,Patch 3.12,806,Frag Valorant Major - Fullerton,Playoffs: Semifinals,6914,6934,Vietnamese Curry,Minaweebs Money Crew,2,0
60393,2021-12-19 15:30:00,Patch 3.12,806,Frag Valorant Major - Fullerton,Playoffs: Semifinals,6478,5832,ex-Serenity Black,Zero MarksMen Black,2,0
60329,2021-12-19 15:00:00,Patch 3.12,805,Frag Valorant Major - Philadelphia,Playoffs: Semifinals,2350,6907,Soniqs,On The Way,1,2
60480,2021-12-19 14:30:00,Patch 3.12,809,Open Fire Legacy,Group Stage: Group B,5310,6779,Fenerbahçe Esports,Team Demiral Esports,1,0
60479,2021-12-19 13:30:00,Patch 3.12,809,Open Fire Legacy,Group Stage: Group B,1184,6092,Futbolist,Regnum Carya Esports,1,0
60197,2021-12-19 12:00:00,Patch 3.12,742,PLE.GG Valorant Nations Circuit Season 2,Playoffs: Grand Final,6212,3029,Activat3D Esports,Invicta Gaming,1,3
60328,2021-12-19 12:00:00,Patch 3.12,805,Frag Valorant Major - Philadelphia,Playoffs: Semifinals,6903,6911,Booster Seat Gaming,Team NAME,2,0
60477,2021-12-19 11:30:00,Patch 3.12,809,Open Fire Legacy,Group Stage: Group B,6092,5310,Regnum Carya Esports,Fenerbahçe Esports,1,0
60476,2021-12-19 10:30:00,Patch 3.12,809,Open Fire Legacy,Group Stage: Group B,1184,2036,Futbolist,Besiktas Esports,1,0
60461,2021-12-19 10:00:00,Patch 3.12,808,Average Jonas Winter Nations Cup,Playoffs: Grand Final,6635,6878,GiefKalash,GOODFOR1 ,2,0
59543,2021-12-19 08:00:00,Patch 3.12,789,VERSUS LEGENDS III,Playoffs: Grand Final,2845,3361,EZ KATKA,SMARACIS eSports,2,0
56824,2021-12-19 06:45:00,Patch 3.10,784,The Esports Club - Challenger Series 6,Playoffs: Lower Round 1,6899,5997,Fallen5,FS Esports ,2,0
56823,2021-12-19 02:30:00,Patch 3.10,784,The Esports Club - Challenger Series 6,Playoffs: Lower Round 1,4809,918,Team Exploit,Global Esports,1,2
60381,2021-12-18 23:00:00,Patch 3.12,806,Frag Valorant Major - Fullerton,Playoffs: Round of 16,6926,4837,Froggers,Shopify Rebellion,2,0
